Region,SubRegion,Country,DrugGroup,DrugSubGroup,DrugName,Reference year,Kilograms,msCode
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2020,4.52299,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2020,0.035,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2020,43.08,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2020,0.561154,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,9.49,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,0.517,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,0.261225,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"3,4-Methylenedioxypyrovalerone (MDPV)",2020,0.51,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"3,4-Methylenedioxypyrovalerone (MDPV)",2020,0.0075,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2020,0.17,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,0.673,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,1669.07,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,1.1515,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,2.363,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2020,19.83,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2020,0.0117,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2020,1.059,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2020,7.9,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2020,120.67,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2020,5649.5,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,0.01863,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,997.4,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2020,7.66,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2020,0.01561,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2020,0.51232,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,"""Crack"" cocaine",2020,0.12,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,"""Crack"" cocaine",2020,0.0001,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,0.101,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,0.0123,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,349.47,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Coca-type,Coca leaf,2020,4.38,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2020,0.14,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2020,0.223,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2020,0.00018965,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Mescaline,2020,0.14,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Mescaline,2020,0.0052,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Mescaline,2020,0.0176,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2020,0.01,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2020,0.0048,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2020,64.08,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2020,0.0112,CHE
Europe,Western and Central Europe,Switzerland,NPS,Plant-based NPS,Khat,2020,1542,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2020,0.00138,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2020,0.101,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2020,167.67,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2020,0.64,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2020,0.0441,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2020,1.11,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Opium,2020,2.68,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Opium,2020,0.0015,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2020,0.31,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2020,1.426,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2020,0.12435,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2020,0.00007,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2020,8.65,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2020,17.304,CHE
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2021,23.64,CHE
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2021,0.04,CHE
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2021,4.471229,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2021,0.034,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2021,48.56,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2021,0.171534,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,0.005,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,27.63,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,0.09945,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"3,4-Methylenedioxypyrovalerone (MDPV)",2021,0.04,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"3,4-Methylenedioxypyrovalerone (MDPV)",2021,0.002,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2021,0.08,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2021,0,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2021,115,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2021,5.105,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2021,0,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2021,0.0275,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2021,96.15,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2021,1.163,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,0.4,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,0.5555,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,0.8615,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,2195,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2021,0.0057,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2021,201,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2021,4.414,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2021,0.6,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2021,2059,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2021,5575,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,0.018765,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,2708,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2021,240,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2021,0.01354,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2021,0.32044,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,"""Crack"" cocaine",2021,0.11,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,"""Crack"" cocaine",2021,0.0002,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2021,0.001,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2021,0.0091,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2021,295,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Coca-type,Coca leaf,2021,18.63,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2021,0.34,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2021,0.177,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2021,0.00041675,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Mescaline,2021,0.23,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Mescaline,2021,0.0005,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Other hallucinogens,2021,5.06,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Other hallucinogens,2021,0.0194,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2021,0.0002,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2021,60.36,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2021,0.07,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2021,0.0183,CHE
Europe,Western and Central Europe,Switzerland,NPS,Plant-based NPS,Khat,2021,654,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2021,0.002,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2021,0.00036,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2021,160,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2021,0.01,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2021,0.0204,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2021,0.617,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Opium,2021,0.0003,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Opium,2021,0.002,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Opium,2021,12.84,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Other illicit opioids,Other illicit opioids,2021,2.56,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Other illicit opioids,Other illicit opioids,2021,0.012725,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Other illicit opioids,Other illicit opioids,2021,6.069,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2021,1.05,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2021,1.082,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2021,0.0926,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Pharmaceutical opioids,2021,5.01,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Pharmaceutical opioids,2021,46.293,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Pharmaceutical opioids,2021,2.8917,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2021,0.00004,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2021,14.16,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2021,9.613,CHE
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2022,0.01758,CHE
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2022,4.251719,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2022,0.001,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2022,16.54,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2022,0.130295,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,11.06,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,1.406475,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2022,0.03,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2022,0.00275,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2022,23.43,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2022,0,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2022,0,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2022,112.422,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.0225,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,45.42,CHE
Europe,Western and Central Europe,Switzerland,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,10.35,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,0.9915,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,2.445,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,2.159,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,4729,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2022,0.0366,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2022,136,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2022,5.577,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,319,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,346.4,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,2106.2,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,60,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,0.038475,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,4969,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2022,1.88,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2022,0.00303,CHE
Europe,Western and Central Europe,Switzerland,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2022,0.10427,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,"""Crack"" cocaine",2022,0.27,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,"""Crack"" cocaine",2022,0.0015,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2022,0.002,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2022,0.0085,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine,Cocaine hydrochloride,2022,839,CHE
Europe,Western and Central Europe,Switzerland,Cocaine-type,Coca-type,Coca leaf,2022,22.9,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,"3,4-Methylenedioxyphenyl",2022,0.06,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,"3,4-Methylenedioxyphenyl",2022,0.0103,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Mescaline,2022,0.5,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Mescaline,2022,0.0023,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Mescaline,2022,0.003,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Other hallucinogens,2022,0.0001,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Other hallucinogens,2022,3.64,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Other hallucinogens,2022,0.06,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Other hallucinogens,2022,0.0145,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2022,0.0012,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2022,53.4,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2022,0.0582,CHE
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,Psilocybine,2022,3.67,CHE
Europe,Western and Central Europe,Switzerland,NPS,Plant-based NPS,Khat,2022,0.41,CHE
Europe,Western and Central Europe,Switzerland,NPS,Plant-based NPS,Khat,2022,1191,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2022,0.021,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2022,0.00087,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Heroin,2022,146,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2022,0.27,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2022,0.0082,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Illicit morphine,2022,0.456,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Opium,2022,0.0015,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Opium,2022,21.75,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Opiates,Opium,2022,0.4,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Other illicit opioids,Other illicit opioids,2022,0.008,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Other illicit opioids,Other illicit opioids,2022,29.86,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Other illicit opioids,Other illicit opioids,2022,0.00995,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2022,0.22,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2022,0.885,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Methadone,2022,0.0661,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Pharmaceutical opioids,2022,2.12,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Pharmaceutical opioids,2022,6,CHE
Europe,Western and Central Europe,Switzerland,Opioids,Pharmaceutical opioids,Pharmaceutical opioids,2022,2.946,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2022,0.00001,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2022,10.04,CHE
Europe,Western and Central Europe,Switzerland,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2022,29.586,CHE
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2023,0.01,CHE
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2023,54.5,CHE
Europe,Western and Central Europe,Switzerland,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2023,5.473929,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2023,0.012,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2023,26.03,CHE
Europe,Western and Central Europe,Switzerland,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2023,0.270457,CHE
